Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
187,Spider crawl,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Plyometrics,Abdominals,Body Only,Intermediate,9.2,Average,Core Muscles,1. Start in a high plank position with your hands under your shoulders. 2. Bring your right knee towards your right elbow while keeping your hips high. 3. Return to the starting position and repeat on the left side. 4. Continue alternating sides for the desired duration.
188,Cocoons,"The cocoon crunch is a bodyweight exercise targeting the ab muscles, the rectus abdominis or ""six-pack"" muscles in particular. It involves bringing your knees to your chest and your arms from overhead to center. It can be performed for time or reps as part of the ab-focused portion of any workout.",Core,Abdominals,Body Only,Intermediate,9.1,Average,Rectus Abdominis,1. Lie on your back with your arms extended overhead and your legs straight. 2. Simultaneously bring your knees towards your chest while lifting your arms to meet them in the center. 3. Return to the starting position. 4. Repeat for the desired number of reps.
189,Cross-Body Crunch,"The elbow-to-knee crunch is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps as part of the ab-focused portion of any workout.",Core,Abdominals,Body Only,Intermediate,9.1,Average,"Rectus Abdominis, Obliques","1. Lie on your back with your knees bent and feet flat on the floor. 2. Place your hands behind your head or crossed over your chest. 3. Lift your right elbow towards your left knee while extending your right leg. 4. Switch sides, bringing your left elbow towards your right knee. 5. Continue alternating sides for the desired number of reps."
190,Elbow-to-knee crunch,"The elbow-to-knee crunch is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps as part of the ab-focused portion of any workout.",Core,Abdominals,Body Only,Intermediate,9.1,Average,"Rectus Abdominis, Obliques","1. Lie on your back with your knees bent and feet flat on the floor. 2. Place your hands behind your head or crossed over your chest. 3. Lift your right elbow towards your left knee while extending your right leg. 4. Switch sides, bringing your left elbow towards your right knee. 5. Continue alternating sides for the desired number of reps."
191,Decline Crunch,The decline crunch is an effective core exercise targeting the rectus abdominis.,Core,Abdominals,Body Only,Intermediate,9.0,Average,Rectus Abdominis,1. Lie on a decline bench with your feet secured. 2. Cross your arms over your chest or place your hands behind your head. 3. Engage your core and lift your upper body towards your knees. 4. Lower back down to the starting position. 5. Repeat for the desired number of reps.
192,Hanging toes-to-bar,"The hanging toes-to-bar is an advanced abdominal exercise in which the lifter touches their feet to a pull-up bar. There are many ways to perform this movement (strict or swinging, arms completely straight or slightly bent, legs straight or bent) each providing unique benefits and challenges. Initially, it may be a difficult move to do for a single rep, but once you build the requisite core, lat, and shoulder strength, it can be performed for higher reps.",Strength,Abdominals,Body Only,Intermediate,9.0,Average,"Abdominals, Hip Flexors, Lats, Shoulders","1. Hang from a pull-up bar with your arms straight and your body in a straight line. 2. Engage your core and lift your legs towards the bar, keeping them straight or slightly bent. 3. Aim to touch your toes to the bar, then lower your legs back to the starting position. 4. Repeat for the desired number of reps."
193,Hanging Oblique Knee Raise,"The hanging oblique crunch an abdominal exercise that targets both the rectus abdominus or “six-pack” muscles, and the oblique muscles. It can be performed hanging from a bar, or if grip strength is a limitation, by placing the elbows in ab straps. If hanging from a straight bar is uncomfortable to the wrists or shoulder, you can also perform them hanging with a neutral grip (palms facing one another)",Core,Abdominals,Body Only,Intermediate,9.0,Average,"Abdominals, Obliques, Rectus Abdominis","1. Hang from a pull-up bar or use ab straps for support. 2. Engage your core and lift your knees towards one side, bringing them towards your chest while twisting your torso. 3. Lower your legs back down and repeat on the other side. 4. Continue alternating sides for the desired number of reps."
194,Gorilla Chin/Crunch,"The Gorilla Chin/Crunch is a compound exercise that targets the upper body and core. It combines the pulling motion of a chin-up with the crunching motion of a sit-up, engaging the biceps, back, and abdominal muscles. This exercise can be performed using a pull-up bar or a similar apparatus, and it is effective for building strength and stability in the upper body while also working the core.",Strength,Abdominals,Body Only,Beginner,9.0,Average,Abdominals,"1. Hang from a pull-up bar with your arms straight. 2. Pull your body up while simultaneously bringing your knees towards your chest, engaging your core. 3. As you reach the top of the movement, crunch your abs to maximize the contraction. 4. Lower your body back down to the starting position and repeat for the desired number of reps."
195,Hanging leg raise,"The hanging leg raise is an exercise targeting the abs, but which also works the lats and hip flexors. Instead of resting your forearms on the pads of a captain's chair, you perform these hanging from a bar. Experienced lifters make these look easy, but beginners may need time to build up to sets of 8-12 reps.",Strength,Abdominals,Body Only,Intermediate,8.9,Average,"Abdominals, Lats, Hip Flexors","1. Hang from a pull-up bar with your arms straight. 2. Engage your core and lift your legs straight up towards the bar, keeping them together. 3. Lower your legs back down to the starting position without swinging. 4. Repeat for the desired number of reps."
196,Mountain climber,"The mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It involves lifting one knee to the chest at a time from a straight-arm plank position. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training.",Plyometrics,Abdominals,Body Only,Intermediate,8.8,Average,"Abdominals, Shoulders, Hip Flexors","1. Start in a straight-arm plank position with your hands under your shoulders. 2. Drive one knee towards your chest while keeping the other leg extended. 3. Quickly switch legs, bringing the opposite knee to your chest. 4. Continue alternating legs at a fast pace for the desired duration or number of reps."
197,Ab bicycle,"The ab bicycle is a bodyweight movement that targets the muscles of the abs, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",Core,Abdominals,Body Only,Intermediate,8.8,Average,"Abdominals, Obliques, Rectus Abdominis","1. Lie on your back with your hands behind your head and your legs lifted off the ground. 2. Bring your right elbow towards your left knee while straightening your right leg. 3. Switch sides, bringing your left elbow towards your right knee while straightening your left leg. 4. Continue alternating sides for the desired number of reps."
198,3/4 sit-up,"The 3/4 sit-up is a bodyweight exercise focused on the muscles of the core. It is similar to a sit-up, but stops short of the top position. This keeps constant tension on the abs, making it more difficult than traditional sit-ups. It can be performed for time or for reps, with the feet anchored or free, as part of the ab-focused portion of any workout.",Core,Abdominals,Body Only,Intermediate,8.8,Average,Abdominals,"1. Lie on your back with your knees bent and feet flat on the floor. 2. Cross your arms over your chest or place your hands behind your head. 3. Engage your core and lift your upper body towards your knees, stopping short of a full sit-up. 4. Lower back down to the starting position and repeat for the desired number of reps."
199,Reverse crunch,"The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. It’s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower.",Core,Abdominals,Body Only,Intermediate,8.8,Average,"Abdominals, Rectus Abdominis, Lower Abs","1. Lie on your back with your knees bent and feet flat on the floor or resting on a bench. 2. Place your hands at your sides or behind your head. 3. Engage your core and lift your hips off the ground, curling your knees towards your chest. 4. Lower your hips back down and repeat for the desired number of reps."
200,Crunches,"The crunch is a popular core exercise targeting the rectus abdominis, or ""six-pack"" muscles, as well as the obliques. It has been the centerpiece of many ab-focused workouts, due to both its simplicity and the intense burn and mind-muscle connection it produces. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.7,Average,"Abdominals, Rectus Abdominis, Obliques","To perform crunches, lie on your back with your knees bent and feet flat on the floor. Place your hands behind your head or across your chest. Engage your core and lift your shoulder blades off the ground, curling your torso towards your knees. Lower back down and repeat for the desired number of repetitions."
201,Dead bug reach,"The dead bug reach is an exercise for strengthening the core in which you alternate lowering your opposing arm and leg simultaneously, controlling the movement with the abdominal muscles. It can be part of a dynamic warm-up to activate the core for other athletics or lifting, or be performed in a circuit or on its own in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.6,Average,"Abdominals, Core","To perform the dead bug reach, lie on your back with your arms extended towards the ceiling and your knees bent at 90 degrees. Slowly lower your right arm and left leg towards the floor while keeping your back flat. Return to the starting position and alternate sides, ensuring controlled movement throughout."
202,Crunch - Hands Overhead,"The Crunch with Hands Overhead is an abdominal exercise that targets the rectus abdominis. To perform this exercise, lie on your back with your knees bent and feet flat on the floor. Extend your arms overhead, keeping them straight. Engage your core and lift your shoulder blades off the ground, curling your torso towards your knees while keeping your arms extended. Lower back down and repeat for the desired number of repetitions.",Strength,Abdominals,Body Only,Beginner,8.6,Average,Abdominals,"To perform the Crunch with Hands Overhead, lie on your back with your knees bent and feet flat on the floor. Extend your arms overhead, keeping them straight. Engage your core and lift your shoulder blades off the ground, curling your torso towards your knees while keeping your arms extended. Lower back down and repeat for the desired number of repetitions."
203,V-up,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.5,Average,"Abdominals, Rectus Abdominis","To perform a V-up, lie flat on your back with your arms extended overhead. Simultaneously lift your legs and upper body off the ground, reaching your hands towards your feet to form a 'V' shape. Lower back down with control and repeat for the desired number of repetitions."
204,Stomach Vacuum,"The Stomach Vacuum is an isometric exercise that focuses on strengthening the transverse abdominis, the deep core muscles. To perform this exercise, stand or kneel with a straight back. Exhale completely, pulling your belly button in towards your spine as much as possible. Hold this position for a few seconds while breathing normally, then release. Repeat for several sets, focusing on maintaining tension in the core.",Strength,Abdominals,Body Only,Beginner,8.5,Average,Transversus Abdominis,"To perform the Stomach Vacuum, stand or kneel with a straight back. Exhale completely and pull your belly button in towards your spine as much as possible. Hold this position for a few seconds while breathing normally, then release. Repeat for several sets, focusing on maintaining tension in the core."
205,Russian twist,"The Russian twist is an exercise targeting the abdominals and the obliques. Beginning from a position that resembles stopping midway through a sit-up, it involves twisting side to side. It can be performed with body weight alone or while holding a weight plate or other object. It is performed by alternating sides with each rep and can be done for time or for a specific number of reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.4,Average,"Rectus Abdominis, Obliques","To perform the Russian twist, sit on the ground with your knees bent and feet flat. Lean back slightly and lift your feet off the ground, balancing on your sit bones. Hold your hands together or a weight in front of you, and twist your torso to the right, then to the left, alternating sides for the desired number of repetitions."
206,Flat Bench Lying Leg Raise,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.4,Average,Rectus Abdominis,"To perform the Flat Bench Lying Leg Raise, lie flat on your back on a bench with your legs extended. Keeping your legs straight, lift them towards the ceiling while engaging your core. Lower them back down slowly without touching the bench and repeat for the desired number of repetitions."
207,Knees tucked crunch,"The knees tucked crunch is a core exercise that involves performing a crunch while keeping the knees bent in a 90-degree position. It primarily targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout.",Strength,Abdominals,Body Only,Intermediate,8.4,Average,Rectus Abdominis,"To perform the knees tucked crunch, lie on your back with your knees bent at a 90-degree angle and feet off the ground. Place your hands behind your head or across your chest. Engage your core and lift your shoulder blades off the ground, curling your torso towards your knees. Lower back down and repeat for the desired number of repetitions."
208,Butt-Ups,"Butt-Ups are an exercise that targets the glutes and hamstrings. To perform Butt-Ups, lie on your back with your knees bent and feet flat on the floor. Lift your hips towards the ceiling while squeezing your glutes, then lower back down.",Strength,Abdominals,Body Only,Beginner,8.3,Average,Rectus Abdominis,"To perform Butt-Ups, lie on your back with your knees bent and feet flat on the floor. Lift your hips towards the ceiling while squeezing your glutes, then lower back down."
209,Feet-elevated oblique crunch,"The feet-elevated oblique crunch is a variation on the crunch exercise that targets the obliques as well as the rectus abdominis or ""six-pack"" muscles. Resting the feet on a bench takes some of the hip flexor activation out of the movement, focusing the stress more on the abs.",Strength,Abdominals,Body Only,Intermediate,8.3,Average,"Rectus Abdominis, Obliques","To perform the feet-elevated oblique crunch, lie on your back with your feet resting on a bench. Place your hands behind your head, engage your core, and lift your shoulders off the ground while twisting your torso to bring your elbow towards the opposite knee. Lower back down and repeat."
210,Bent-knee reverse crunch,"The bent-knee reverse crunch is a popular bodyweight core exercise. It targets the lower portion of the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps as part of any ab-focused workout.",Strength,Abdominals,Body Only,Intermediate,8.1,Average,Rectus Abdominis,"To perform the bent-knee reverse crunch, lie on your back with your knees bent at 90 degrees and feet off the ground. Engage your core and curl your hips off the floor, bringing your knees towards your chest. Lower back down and repeat."
211,Alternating heel-touch,"The alternating heel-touch is a popular bodyweight exercise that targets the obliques, as well as the rectus abdominis, or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout.",Strength,Abdominals,Body Only,Intermediate,8.0,Average,"Rectus Abdominis, Obliques","To perform the alternating heel-touch, lie on your back with your knees bent and feet flat on the floor. Lift your shoulders off the ground and reach your right hand towards your right heel, then return to the starting position and repeat on the left side."
212,Suspended Reverse Crunch,"The Suspended Reverse Crunch is an advanced core exercise that targets the abdominal muscles. To perform this exercise, hang from a suspension trainer or similar equipment, engage your core, and pull your knees towards your chest while keeping your back straight.",Strength,Abdominals,Body Only,Intermediate,7.8,Average,Rectus Abdominis,"To perform the suspended reverse crunch, hang from a suspension trainer or similar equipment with your arms extended. Engage your core and pull your knees towards your chest while keeping your back straight. Lower back down and repeat."
213,Lying bench reverse crunch,"The lying bench reverse crunch is a popular ab exercise performed by bringing the knees toward the chest while lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Abdominals,Body Only,Intermediate,7.7,Average,Rectus Abdominis,"To perform the lying bench reverse crunch, lie on a bench with your legs hanging off the end. Bring your knees towards your chest while pressing your lower back into the bench. Lower back down and repeat."
214,Sit-up,"The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.",Strength,Abdominals,Body Only,Intermediate,7.5,Average,Rectus Abdominis,"To perform a sit-up, lie on your back with your knees bent and feet flat on the ground. Cross your arms over your chest or place your hands behind your head. Engage your core and lift your upper body towards your knees, then lower back down."
215,Side Bridge,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,7.5,Average,"Obliques, Transversus Abdominis","To perform a side bridge, lie on your side with your legs straight and stacked on top of each other. Prop yourself up on your forearm, keeping your body in a straight line from head to heels. Hold this position for time, engaging your core and glutes."
216,Lying oblique crunch,The lying oblique crunch is a bodyweight exercise targeting the oblique muscles. It can be performed for a specific number of reps or to fatigue or failure as part of the ab-focused portion of any workout.,Strength,Abdominals,Body Only,Intermediate,7.4,Average,Obliques,"To perform the lying oblique crunch, lie on your back with your knees bent and feet flat on the ground. Place your hands behind your head for support. Engage your core and lift your shoulders off the ground while rotating your torso to one side, bringing your elbow towards the opposite knee. Lower back down and repeat for the desired number of repetitions, then switch sides."
217,Janda Sit-Up,"The Janda Sit-Up is a core exercise that emphasizes the use of the abdominal muscles while minimizing hip flexor involvement. To perform this exercise, lie on your back with your knees bent and feet flat on the ground. Engage your core and lift your upper body towards your knees while keeping your feet elevated and resting on a bench or an exercise ball.",Strength,Abdominals,Body Only,Beginner,7.4,Average,Rectus Abdominis,"To perform the Janda Sit-Up, lie on your back with your knees bent and feet elevated on a bench or exercise ball. Engage your core and lift your upper body towards your knees while keeping your feet elevated. Focus on using your abdominal muscles rather than your hip flexors. Lower back down slowly and repeat for the desired number of repetitions."
218,Leg Pull-In,"The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. It’s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower.",Strength,Abdominals,Body Only,Beginner,7.4,Average,"Rectus Abdominis, Lower Abdominals","To perform the Leg Pull-In, lie on your back on a flat surface or bench with your legs extended. Engage your core and lift your legs towards your chest while simultaneously curling your hips off the ground. Hold for a moment at the top, then lower your legs back to the starting position. Repeat for the desired number of repetitions."
219,Side Jackknife,"The Side Jackknife is a dynamic core exercise that targets the obliques. To perform this exercise, lie on your side with your legs extended and stacked on top of each other. Raise your legs and upper body simultaneously, bringing your elbow towards your knees. Lower back down and repeat for the desired number of repetitions.",Strength,Abdominals,Body Only,Intermediate,7.3,Average,"Obliques, Rectus Abdominis","To perform the Side Jackknife, lie on your side with your legs extended and stacked on top of each other. Place one hand behind your head for support. Engage your core and raise your legs and upper body simultaneously, bringing your elbow towards your knees. Lower back down and repeat for the desired number of repetitions, then switch sides."
220,Scissor Kick,"The Scissor Kick is an effective exercise for strengthening the lower abdominal muscles. To perform this exercise, lie on your back with your hands under your hips for support. Lift your legs off the ground a few inches and alternate crossing them over each other in a scissor-like motion while keeping your core engaged.",Strength,Abdominals,Body Only,Intermediate,7.0,Average,"Rectus Abdominis, Hip Flexors","To perform the Scissor Kick, lie on your back with your hands under your hips for support. Lift your legs off the ground a few inches while keeping your core engaged. Alternate crossing your legs over each other in a scissor-like motion, ensuring to keep your lower back pressed into the ground. Continue for the desired duration or number of repetitions."
221,Toe Touchers,"The toe-touch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,6.9,Average,Rectus Abdominis,"To perform the Toe Touchers, lie on your back with your legs extended towards the ceiling. Reach your arms towards your toes, lifting your shoulder blades off the ground. Engage your core and aim to touch your toes with your fingers. Lower back down and repeat for the desired number of repetitions."
222,Lower Back Curl,"The Lower Back Curl is an exercise designed to strengthen the lower back and improve spinal stability. To perform this exercise, lie face down on a mat with your arms extended in front of you. Lift your chest and legs off the ground simultaneously while keeping your neck neutral. Hold for a moment before lowering back down.",Strength,Abdominals,Body Only,Intermediate,6.5,Average,"Lower Back, Rectus Abdominis","To perform the Lower Back Curl, lie face down on a mat with your arms extended in front of you. Engage your core and lift your chest and legs off the ground simultaneously while keeping your neck neutral. Hold this position for a moment, then lower back down to the starting position. Repeat for the desired number of repetitions."
223,Exercise ball torso rotation,"The exercise ball torso rotation is a rotational abdominal exercise performed while holding a yoga or exercise ball between the hands. It focuses on the rotational muscles of the core, including the obliques, glutes, and hip muscles. It can be performed one side at a time or alternating, either for time or reps. To make it more difficult, wrap a light exercise band around the ball and anchor it to a solid object.",Strength,Abdominals,Body Only,Intermediate,5.0,Average,"Obliques, Rectus Abdominis, Glutes","To perform the exercise ball torso rotation, sit on a mat while holding a yoga or exercise ball between your hands. Lean back slightly and engage your core. Rotate your torso to one side, bringing the ball with you, then return to the center and rotate to the other side. Continue alternating sides for the desired number of repetitions or duration."
224,Seated Overhead Stretch,"Sit on a mat with your back straight. Raise both arms overhead, reaching for the ceiling. Hold the stretch for 15-30 seconds, feeling the stretch in your shoulders and upper back.",Stretching,Abdominals,Body Only,Intermediate,4.7,Average,"Rectus Abdominis, Erector Spinae","Sit on a mat with your back straight. Raise both arms overhead, reaching for the ceiling. Hold the stretch for 15-30 seconds, feeling the stretch in your shoulders and upper back."
225,Overhead Stretch,"Stand with your feet shoulder-width apart. Raise both arms overhead and lean to one side, feeling the stretch along your side. Hold for 15-30 seconds and switch sides.",Stretching,Abdominals,Body Only,Intermediate,3.9,Average,"Rectus Abdominis, Erector Spinae","Stand with your feet shoulder-width apart. Raise both arms overhead and lean to one side, feeling the stretch along your side. Hold for 15-30 seconds and switch sides."
226,Seated Scissor Kick,"Lie on your back with your legs extended. Lift your legs off the ground while keeping them straight, and alternate crossing them over each other in a scissor motion. Perform for 30 seconds.",Strength,Abdominals,Body Only,Intermediate,0.0,Average,"Rectus Abdominis, Hip Flexors","Lie on your back with your legs extended. Lift your legs off the ground while keeping them straight, and alternate crossing them over each other in a scissor motion. Perform for 30 seconds."
227,Partner resistance standing twist,"Lie on your back with your knees bent and feet flat on the floor. Lift your shoulders off the ground and bring one elbow towards the opposite knee, alternating sides in a twisting motion.",Strength,Abdominals,Body Only,Intermediate,0.0,,"Obliques, Rectus Abdominis, Transverse Abdominis","Lie on your back with your knees bent and feet flat on the floor. Lift your shoulders off the ground and bring one elbow towards the opposite knee, alternating sides in a twisting motion."
228,Cross Crunch,"Lie on your back with your arms extended overhead and legs straight. Lift your arms and legs simultaneously towards the ceiling, creating a 'full moon' shape with your body. Hold for a few seconds and lower.",Strength,Abdominals,Body Only,Beginner,0.0,Average,"Rectus Abdominis, Obliques","Lie on your back with your arms extended overhead and legs straight. Lift your arms and legs simultaneously towards the ceiling, creating a 'full moon' shape with your body. Hold for a few seconds and lower."
229,Full Moon,"Lie on your back with your legs straight. Lift both legs towards the ceiling while keeping them straight, then lower them back down without touching the floor. Repeat for 10-15 repetitions.",Strength,Abdominals,Body Only,Beginner,0.0,,"Rectus Abdominis, Obliques","Lie on your back with your legs straight. Lift both legs towards the ceiling while keeping them straight, then lower them back down without touching the floor. Repeat for 10-15 repetitions."
230,Hanging knee raise with manual resistance,"The hanging knee raise with manual resistance is a more advanced version of the hanging knee raise that utilizes a partner. The partner applies enough resistance to make the movement more difficult, while still allowing the lifter to perform multiple reps.",Strength,Abdominals,Body Only,Beginner,0.0,,"Rectus Abdominis, Hip Flexors","Hang from a bar with your arms extended. With your partner providing manual resistance, lift your knees towards your chest while engaging your core. Lower back down and repeat for multiple reps."
231,Straight-Legged Hip Raise,,Strength,Abdominals,Body Only,Intermediate,0.0,Average,"Rectus Abdominis, Glutes, Hip Flexors","Lie on your back with your knees bent and feet flat on the floor. Raise your hips towards the ceiling, squeezing your glutes at the top, then lower back down. Repeat for 10-15 repetitions."
232,Wall mountain climber,"A challenging exercise that combines flexibility and strength, where the individual hangs from a bar and rotates their body through the arms before transitioning into a push-up position.",Strength,Abdominals,Body Only,Intermediate,0.0,,"Rectus Abdominis, Obliques, Shoulders",Start in a hanging position from a bar. Engage your core and pull your knees towards your chest while rotating your body through your arms. Transition into a push-up position by extending your legs back and lowering your body into a push-up.
233,Skin The Cat To Push-Up,"An advanced bodyweight exercise that involves hanging from a bar, tucking the knees to the chest, and then extending the body into a push-up position, enhancing upper body strength and core stability.",Strength,Abdominals,Body Only,Intermediate,0.0,,"Rectus Abdominis, Hip Flexors, Shoulders","Begin by hanging from a bar. Tuck your knees to your chest, then extend your legs back out while maintaining a strong core. Transition into a push-up position by pushing your body down and back up."
234,Partner lying leg raise with lateral throw down,The partner lying leg raise with lateral throw down is a core exercise in which one partner performs a leg raise while the other partner pushes their legs back down at a lateral angle. The partner performing the exercise has to use core strength and stability to keep their legs from falling to the ground.,Strength,Abdominals,Body Only,Beginner,0.0,,"Rectus Abdominis, Hip Flexors, Obliques",One partner lies on their back and raises their legs towards the ceiling while the other partner stands or kneels beside them. The standing partner pushes the raised legs down at a lateral angle while the lying partner uses their core to resist and maintain control.
235,Hanging leg raise with throw down,"The hanging leg raise with throw down is a more advanced version of the hanging knee raise that utilizes a partner to make the movement more difficult. The partner pushes down at the top of each rep, forcing the lifter to ""fight back"" with their abs.",Strength,Abdominals,Body Only,Beginner,0.0,,"Rectus Abdominis, Hip Flexors","Hang from a bar and lift your legs towards your chest. At the top of the movement, have your partner push your legs down while you engage your core to resist the downward force and bring your legs back up."
236,Partner sit-up with high-five,The partner sit-up with high-five is a full-body exercise targeting the core. Partners each perform a sit-up and high-five each other mid rep.,Strength,Abdominals,Body Only,Beginner,0.0,,"Rectus Abdominis, Obliques","Both partners lie on their backs with their knees bent. As they perform a sit-up, they reach towards each other and high-five at the top of the movement before lowering back down."
237,Exercise ball knee roll-in,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring a fair amount of core strength.,Strength,Abdominals,Body Only,Intermediate,0.0,Average,"Rectus Abdominis, Hip Flexors","Start in a plank position with your hands on an exercise ball. Engage your core and roll the ball towards your chest by drawing your knees in, then extend your legs back out to the starting position."
238,Partner lying leg raise with throw down,The partner lying leg raise with throw down is a core exercise in which one partner performs a leg raise while the other partner pushes their legs back down. The partner performing the exercise has to use core strength and stability to keep their legs from falling to the ground.,Strength,Abdominals,Body Only,Beginner,0.0,,"Rectus Abdominis, Hip Flexors","One partner lies on their back and raises their legs towards the ceiling while the other partner stands beside them. The standing partner pushes the raised legs down, and the lying partner must use their core strength to keep their legs from falling."
239,Crab toe-touch,"The crab toe-touch is a full-body exercise targeting the glutes, hamstrings, quads, and core. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",Strength,Abdominals,Body Only,Intermediate,0.0,,"Rectus Abdominis, Glutes, Hamstrings, Quads","Start in a crab position with your hands and feet on the ground, hips lifted. Reach one hand to touch the opposite foot while balancing on the other hand and foot. Alternate sides to complete the exercise."
240,Side kick-through,"The side kick-through is a full-body movement that involves isometric holds and moving the body through different ranges of motion, beginning in a bear crawl position. The difference between a side kick-through and a sit-through is that your butt stays off the ground throughout the entire rep. It is commonly performed in bodyweight circuits and animal-style flows, but can also work for reps on its own or as part of a dynamic warm-up or mobility sequence.",Strength,Abdominals,Body Only,Intermediate,0.0,,"Abdominals, Hip Flexors, Glutes","Start in a bear crawl position with your hands under your shoulders and knees under your hips. Lift your right leg and kick it through to the left side, extending it while keeping your butt off the ground. Return to the starting position and repeat on the other side."
241,Partner target sit-up,"The partner target sit-up is a core exercise where one partner performs sit-ups, while the other uses his or her hands to create a target for them to reach for. This increases the challenge of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Beginner,0.0,,"Abdominals, Hip Flexors","One partner lies on their back and performs a sit-up, while the other partner stands or kneels at their feet, holding their hands out as a target. The sit-up partner reaches for the target with each repetition."
242,Suspended Crunch,"The Suspended Crunch is an advanced abdominal exercise that targets the core muscles. It involves hanging from a bar or suspension straps while performing a crunch motion, engaging the abs and stabilizing muscles.",Strength,Abdominals,Body Only,Beginner,0.0,Average,"Abdominals, Hip Flexors",Hang from a bar or suspension straps with your arms extended. Engage your core and perform a crunch by bringing your knees towards your chest while keeping your upper body stable.
243,Jump Lunge,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Abdominals,Body Only,Intermediate,,,"Quads, Glutes, Hamstrings, Calves, Core","Start in a lunge position with one foot forward. Jump explosively, switching your legs in mid-air, and land in a lunge position with the opposite leg forward. Repeat for the desired number of reps."
244,Side plank hip dip,"The side plank hip dip is a dynamic version of the side plank exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It can be performed for time or reps and can work in a warm-up or in the core-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,,,"Obliques, Transversus Abdominis","Begin in a side plank position with your elbow directly under your shoulder. Lower your hip towards the ground, then lift it back up to the starting position. Repeat for the desired number of reps."
245,Elbow plank jack,"The elbow plank jack is an isometric abdominal exercise with a dynamic lower-body component. It targets the muscles of the core, the deep core or transversus abdominis in particular. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,,,"Transversus Abdominis, Rectus Abdominis, Obliques",Start in an elbow plank position with your body in a straight line. Jump your feet out wide and then back together while maintaining the plank position. Repeat for the desired number of reps.
