Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
672,Groiners,Groiners are a dynamic exercise that helps improve flexibility and mobility in the hips and legs. They also engage the core for stability.,Mobility,Full Body,Body Only,Average,8.8,Average,"Hip flexors, Glutes, Core",1. Start in a plank position with your hands under your shoulders. 2. Bring your right foot forward to the outside of your right hand. 3. Return to the plank position and repeat on the left side. 4. Continue alternating sides for the desired number of reps.
673,Fire Hydrant,The Fire Hydrant exercise targets the glutes and outer hips while also engaging the core. It mimics the motion of a dog lifting its leg to urinate.,Strength,Legs,Body Only,Beginner,8.0,Average,"Glutes, Outer hips, Core","1. Start on all fours with your hands under your shoulders and knees under your hips. 2. Keeping your knee bent, lift one leg out to the side. 3. Lower the leg back down without touching the floor. 4. Repeat for the desired number of reps, then switch legs."
674,Windmills,"Windmills are a dynamic stretching exercise that targets the hamstrings, glutes, and lower back. They improve flexibility and mobility throughout the body.",Mobility,Full Body,Body Only,Average,8.0,Average,"Hamstrings, Glutes, Lower back","1. Stand with your feet wider than shoulder-width apart. 2. Raise one arm overhead and reach towards the opposite foot with the other hand. 3. Rotate your torso as you reach down, keeping your legs straight. 4. Return to standing and repeat on the other side."
675,Side Leg Raises,Side leg raises are a great exercise for targeting the outer thighs and glutes. They can be performed standing or lying down to enhance hip stability and strength.,Strength,Legs,Body Only,Beginner,7.7,Average,"Glutes, Quads, Hamstrings",1. Stand straight or lie on your side. 2. Raise your top leg towards the ceiling while keeping it straight. 3. Lower it back down without touching the bottom leg. 4. Repeat for reps.
676,Lateral hop,"The lateral hop is an explosive bodyweight exercise that consists of a two-legged hop to the side. It targets the lower body, including the quads, glutes, and hamstrings. Performed for reps, it also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Cardio,Legs,Body Only,Average,7.3,Average,"Quads, Glutes, Hamstrings, Calves","1. Stand with your feet shoulder-width apart. 2. Bend your knees slightly and jump to the side, landing softly on both feet. 3. Immediately jump back to the starting position. 4. Repeat for desired reps or time."
677,Monster Walk,The monster walk is a dynamic warm-up exercise that enhances hip mobility and strengthens the glutes. It is often used in rehabilitation and athletic training.,Mobility,Legs,Body Only,Beginner,6.7,Average,"Glutes, Hip Flexors, Adductors",1. Stand with your feet shoulder-width apart and a resistance band around your thighs. 2. Bend your knees slightly and lower into a squat position. 3. Step sideways while maintaining tension in the band. 4. Continue stepping sideways for a set distance or number of steps.
678,Side Lying Groin Stretch,"The side lying groin stretch targets the inner thigh and hip area, promoting flexibility and mobility. It is beneficial for improving range of motion.",Mobility,Legs,Body Only,Beginner,3.8,Average,"Adductors, Hip Flexors",1. Lie on your side with your legs stacked. 2. Bend your top knee and place your foot on the ground in front of your bottom leg. 3. Gently push your bottom leg towards the ground to feel a stretch in your inner thigh. 4. Hold the stretch for 20-30 seconds and switch sides.
679,IT Band and Glute Stretch,The IT band and glute stretch helps alleviate tension in the hips and outer thighs. It is important for maintaining flexibility and preventing injuries.,Mobility,Legs,Body Only,Beginner,2.4,Average,"Glutes, IT Band, Hip Flexors","1. Sit on the ground with one leg extended and the other bent, placing the foot on the outside of the extended leg. 2. Twist your torso towards the bent knee and gently pull it towards you. 3. Hold the stretch for 20-30 seconds. 4. Switch sides and repeat."
680,Single-leg lying cross-over stretch,"The single-leg lying cross-over stretch is a simple bodyweight stretch targeting the lower back, hips, and glutes. It involves rotating a single leg over the body while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime.",Mobility,Back,Body Only,Beginner,1.6,Average,"glutes, lower back, hips","Lie flat on your back with one leg extended. Bend the other knee and rotate it across your body towards the ground, keeping your shoulders flat."
681,Carioca quick step,"The carioca quick step is a lateral bodyweight exercise targeting the adductors but also promoting agility and overall conditioning. It’s a favorite of football players, particularly defensive backs, because it mimics the way they have to track wide receivers downfield. It can also help mobilize the hips for athletes and lifters of all ability levels.",Cardio,Legs,Body Only,Average,0.0,,"adductors, hip flexors","Stand with your feet shoulder-width apart. Step laterally with one foot, crossing the other foot behind it, and then step back to the starting position, alternating sides."
682,Standing hip circle,"The standing hip circle is a bodyweight exercise targeting the hips and abductor muscles. It is a classic way to ""limber up"" after sitting for a long period or before a lower-body workout or sports. It requires no equipment and can be helpful for everyone from beginners to advanced fitness enthusiasts.",Mobility,Abductors,Body Only,Beginner,0.0,Average,hip abductors,Stand on one leg and lift the other leg out to the side in a circular motion. Repeat in both directions for a set number of repetitions.
683,Lateral cone hop,"The lateral cone hop is an agility drill that involves jumping over cones or other short hurdles side to side rather than front to back. It can be performed for reps or for time and can be beneficial for track athletes, basketball players, or any other athletes who need explosive lateral power.",Power,Legs,Body Only,Intermediate,0.0,,"quadriceps, hamstrings, calves","Stand next to a cone, then jump laterally over the cone, landing softly on the other side. Immediately jump back to the starting position and repeat for the desired number of repetitions."
684,Side-To-Side Adductor Stretch,The Side-To-Side Adductor Stretch is a mobility exercise that targets the inner thigh muscles. It helps improve flexibility and range of motion in the legs.,Mobility,Legs,Body Only,Beginner,,,"adductors, inner thighs","Stand with your feet wide apart and lean to one side, bending the knee while keeping the other leg straight. Hold the stretch and then switch to the other side."
685,Dynamic pigeon stretch,"The dynamic pigeon stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is influenced by the pigeon pose from yoga, but involves moving in and out of the pose. It can be part of a dynamic warm-up or mobility work performed anytime.",Mobility,Legs,Body Only,Beginner,,,"glutes, hips, piriformis","Begin in a standing position. Step one leg forward and bend it at the knee while extending the other leg straight back. Transition smoothly between the two positions, focusing on stretching the hip of the bent leg."
686,Cross-over jack,"The cross-over jack is a variation on the jumping jack, a popular calisthenics exercise used to improve overall conditioning. The difference between the jumping jack and the cross-over jack is that with the latter, the feet don't just come together each rep, they cross over each other. It's a great way to add variety to your warm-up or conditioning work.",Cardio,Full Body,Body Only,Average,,,"legs, arms, core",Stand with your feet together. Jump up while crossing your feet over each other and raising your arms overhead. Return to the starting position and repeat.
687,Traveling thigh killa,"The traveling thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops forward and backward, as well as bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",Strength,Legs,Body Only,Intermediate,,,"quadriceps, hamstrings, glutes, calves","Start in a standing position. Perform a hop forward, landing softly, then immediately hop backward. Alternate between hopping and performing bodyweight squats in between hops."
688,FYR Thigh Killa,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",Strength,Legs,Body Only,Intermediate,,,"quadriceps, hamstrings, glutes, calves","Begin in a standing position. Perform a series of hops forward followed by bodyweight squats, then repeat the hops backward. Continue this pattern for the desired duration or number of reps."
689,HM Straddle Stretch,The HM Straddle Stretch is a lower-body stretching exercise that targets the hamstrings and hip flexors. It helps improve flexibility and mobility in the legs.,Mobility,Legs,Body Only,Beginner,,,"hamstrings, hip flexors, groin","Sit on the floor with your legs spread wide apart. Lean forward gently, reaching towards your toes while keeping your back straight. Hold the stretch for 15-30 seconds."
690,HM Right Leg Swing,The Right Leg Swing is a dynamic stretching exercise that helps improve flexibility and mobility in the hip joint. It involves swinging the leg forward and backward to loosen up the muscles and joints.,Mobility,Legs,Body Only,Beginner,,,"Hip Flexors, Hamstrings, Quadriceps",1. Stand next to a wall or support for balance. 2. Swing your right leg forward and backward in a controlled manner. 3. Keep your upper body straight and avoid leaning. 4. Perform 10-15 swings before switching to the left leg.
691,HM Right Side-Kick,The Right Side-Kick is a dynamic exercise that enhances hip mobility and strength. It involves kicking the leg out to the side to engage the hip muscles.,Mobility,Legs,Body Only,Beginner,,,"Hip Flexors, Glutes, Quadriceps",1. Stand upright with feet shoulder-width apart. 2. Lift your right leg and kick it out to the side while keeping your body straight. 3. Return to the starting position and repeat for 10-15 reps before switching sides.
692,HM Frog Stretch,The Frog Stretch is a flexibility exercise that targets the inner thighs and hips. It helps to open up the hips and improve overall leg mobility.,Mobility,Legs,Body Only,Beginner,,,"Hip Flexors, Groin, Hamstrings",1. Start on all fours with your hands under your shoulders and knees under your hips. 2. Slowly spread your knees apart while keeping your feet in line with your knees. 3. Lower your hips back towards your heels and hold the stretch for 20-30 seconds.
693,HM Kick-Out,The Kick-Out exercise is designed to improve hip mobility and strength. It involves extending the leg out in front of the body to engage the hip muscles.,Mobility,Legs,Body Only,Beginner,,,"Hip Flexors, Glutes, Quadriceps",1. Stand with feet hip-width apart. 2. Lift your right leg and extend it straight out in front of you while keeping your back straight. 3. Return to the starting position and repeat for 10-15 reps before switching legs.
694,HM Left Leg Swing,The Left Leg Swing is a dynamic exercise that enhances hip mobility and flexibility. It involves swinging the leg forward and backward to loosen up the muscles.,Mobility,Legs,Body Only,Beginner,,,"Hip Flexors, Hamstrings, Quadriceps",1. Stand next to a wall or support for balance. 2. Swing your left leg forward and backward in a controlled manner. 3. Keep your upper body straight and avoid leaning. 4. Perform 10-15 swings before switching to the right leg.
695,UNS Foam Roll Adductor,The UNS Foam Roll Adductor is designed to release tension in the adductor muscles of the inner thigh. It helps improve flexibility and mobility in the hip region.,Mobility,Legs,Body Only,Beginner,,,"Adductors, Hip Flexors","1. Sit on the floor with your legs extended. 2. Place the foam roller under your inner thigh. 3. Roll back and forth slowly, applying pressure to the adductor muscles."
696,MetaBurn Groiner,"The MetaBurn Groiner is a dynamic exercise that combines a lunge with a plank position, engaging multiple muscle groups. It is effective for improving cardiovascular fitness and strength.",Cardio,Full Body,Body Only,Average,,,"Legs, Core",1. Start in a plank position with your hands under your shoulders. 2. Jump your right foot forward to the outside of your right hand. 3. Return to plank and repeat on the left side.
697,Side-lying leg adduction scissor,"The side-lying leg adduction scissor is a dynamic core exercise that combines the isometric hold of a side-lying leg lift with leg adductions to further challenge the core and adductors. It targets multiple muscles of the core, primarily the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Legs,Body Only,Intermediate,,,"Adductors, Rectus Abdominis, Obliques",1. Lie on your side with your legs stacked. 2. Lift your top leg while keeping your bottom leg on the ground. 3. Lower the top leg and repeat for reps.
698,Groin and Back Stretch,The Groin and Back Stretch is aimed at improving flexibility in the groin and lower back areas. It helps alleviate tension and enhance mobility.,Mobility,Full Body,,Beginner,7.1,Average,"Back, Legs","1. Sit on the floor with your legs spread wide. 2. Lean forward gently, reaching towards your toes while keeping your back straight. 3. Hold the stretch for 20-30 seconds."
699,Adductor/Groin,The Adductor/Groin exercise focuses on stretching and strengthening the inner thigh muscles. It is essential for improving overall leg mobility.,Mobility,Legs,,Beginner,3.6,Average,"Adductors, Hip Flexors","1. Stand with your feet wider than shoulder-width apart. 2. Shift your weight to one side, bending that knee while keeping the other leg straight. 3. Hold for a few seconds and switch sides."
700,Incline dumbbell biceps curl,"The incline dumbbell biceps curl is an exercise targeting the biceps and performed face up on an incline bench. This creates a vertical arm angle, which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",Hypertrophy,Arms,Bands,Average,,,Biceps,"1. Sit back on an incline bench with a dumbbell in each hand. 2. Curl the weights up towards your shoulders while keeping your elbows close to your body, then lower them back down."
701,Banded biceps curl in squat position,"The banded biceps curl in squat position is an exercise targeting the biceps, although it also works the core and lower body.",Strength,Full Body,Bands,Beginner,,,"Biceps, Core, Legs",1. Stand in a squat position with a resistance band under your feet and holding the handles. 2. Perform a biceps curl while maintaining the squat position.
702,Banded Hammer Press - Gethin Variation,The machine chest press is an upper body exercise targeting the pectoral muscles.,Strength,Chest,Bands,Average,,,Pectorals,"1. Sit on the machine with your back against the pad and feet flat on the ground. 2. Push the handles forward until your arms are fully extended, then return to the starting position."
703,Band standing concentration curl,"The band standing concentration curl is a variation of a popular biceps-focused exercise utilizing a band instead of a dumbbell. It allows you to focus on one biceps at a time and really squeeze out intense peak contractions. Band concentration curls are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Hypertrophy,Arms,Bands,Average,,,Biceps,"1. Stand with a resistance band anchored at your feet and hold one end in your hand. 2. Curl the band towards your shoulder while keeping your elbow stationary, then lower it back down."
704,Brachialis SMR,"Brachialis self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the biceps or brachialis muscles of the upper arm, some people find they can cause this often painful and tight muscle to relax or ""release."" Brachialis SMR is often accompanied by SMR on the triceps muscles or pectorals, or by stretches that target the biceps or pecs.",Mobility,Arms,Foam Roll,Beginner,3.2,Average,"Biceps, Triceps",1. Sit or lie down with a foam roller or lacrosse ball on the area of the biceps or brachialis. 2. Apply pressure and roll slowly over the muscle to release tension.
705,Wide-grip barbell curl,"The wide-grip barbell curl is a variation of the classic barbell curl with the grip wider than shoulder width. It is thought that this helps build the inner or ""short"" head of the biceps muscles. This movement is usually performed for moderate to high reps, such as 8-12 reps per set.",Strength,Arms,Barbell,Average,9.3,Average,Biceps,"1. Stand with a barbell in your hands, grip wider than shoulder-width. 2. Curl the barbell up towards your chest while keeping your elbows close to your body, then lower it back down."
706,EZ-bar spider curl,"The EZ-bar spider curl is an exercise targeting the biceps and performed face down on either an incline bench or on the flat side of a preacher bench. The EZ-bar makes for a more comfortable wrist position, while the angle helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",Strength,Arms,Barbell,Average,9.2,Average,Biceps,"1. Sit on an incline bench or preacher bench with an EZ-bar. 2. With your arms hanging down, curl the bar towards your chest while keeping your elbows stationary."
707,Barbell Curl,"The barbell curl is an arm exercise that is also one of the most recognizable movements in all of bodybuilding and fitness. It helps build sleeve-popping biceps and allows heavier loading than many other curl variations. It is usually performed in moderate to high reps, such as 8-12 reps per set, as part of the arm-focused portion of any workout.",Strength,Arms,Barbell,Average,9.0,Average,Biceps,"1. Stand with a barbell in your hands at arm's length. 2. Curl the barbell up towards your shoulders while keeping your elbows close to your body, then lower it back down."
708,Close-grip EZ-bar curl,"The close-grip EZ-bar curl is an exercise targeting the biceps, particularly the long head. The main difference between this exercise and standard EZ-bar curls is that the hands are positioned closer together on the bar. It is thought that this helps build the outer biceps head and the peak. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set.",Strength,Arms,Barbell,Average,8.9,Average,Biceps,"1. Stand with an EZ-bar, hands positioned close together. 2. Curl the bar towards your shoulders, focusing on squeezing the biceps at the top of the movement."
709,Preacher Curl,"The EZ-bar preacher curl is a classic exercise for building bigger biceps. This move is all about isolation. With the back of the upper arms against the pad, it’s next to impossible to cheat. Go light, get a great pump, and build that peak!",Strength,Arms,Barbell,Average,8.8,Average,Biceps,"1. Sit at a preacher bench with an EZ-bar. 2. With your upper arms resting on the pad, curl the bar towards you, then lower it back down slowly."
710,Barbell Curls Lying Against An Incline,Barbell curls lying against an incline target the biceps while minimizing the use of other muscle groups. This position helps isolate the biceps for a more effective workout.,Strength,Arms,Barbell,Average,8.8,Average,Biceps,1. Lie back on an incline bench with a barbell in hand. 2. Keep your elbows close to your body and curl the barbell towards your shoulders. 3. Lower the barbell back to the starting position and repeat.
711,Seated Close-Grip Concentration Barbell Curl,The seated close-grip concentration barbell curl is designed to isolate the biceps for maximum contraction. This exercise helps in building strength and size in the biceps.,Strength,Arms,Barbell,Intermediate,8.8,Average,Biceps,1. Sit on a bench with your feet flat on the floor and hold a barbell with a close grip. 2. Rest your elbows against your inner thighs and curl the barbell towards your chest. 3. Slowly lower the barbell back to the starting position and repeat.
712,Close-grip barbell curl,"The close-grip barbell curl is a curl variation where the hands are closer than shoulder width. It is thought that this helps build the outer biceps head and the peak. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set.",Strength,Arms,Barbell,Average,8.6,Average,Biceps,1. Stand with your feet shoulder-width apart and hold a barbell with a close grip. 2. Curl the barbell towards your shoulders while keeping your elbows stationary. 3. Lower the barbell back down and repeat.
713,Drag curl,"The drag curl is a biceps exercise that attempts to remove the influence of the front deltoids on the classic curl. With the elbows kept back, the barbell ""drags"" up the torso. It is usually performed for moderate to high reps, such as 8-15 reps per set, as part of an upper-body or arms-focused workout.",Strength,Arms,Barbell,Intermediate,8.5,Average,Biceps,1. Stand with your feet shoulder-width apart and hold a barbell with an underhand grip. 2. Keep your elbows back and curl the barbell up along your torso. 3. Lower the barbell back down and repeat.
714,Reverse-grip barbell curl,"The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise. If it is uncomfortable to the wrists, try performing it on the angles of an EZ-curl bar.",Strength,Arms,Barbell,Average,8.2,Average,"Biceps, Forearms",1. Stand with your feet shoulder-width apart and hold a barbell with an overhand grip. 2. Curl the barbell towards your shoulders while keeping your elbows close to your body. 3. Lower the barbell back down and repeat.
715,Lying High Bench Barbell Curl,"The Lying High Bench Barbell Curl is an effective exercise for isolating the biceps. It is performed while lying on a bench, which helps to minimize cheating and focus on the muscle contraction.",Strength,Arms,Barbell,Intermediate,5.8,Average,Biceps,"1. Lie back on a high bench with a barbell in your hands. 2. Curl the barbell towards your forehead, keeping your elbows stationary. 3. Lower the barbell back to the starting position and repeat."
716,Seated wide-grip curl to close-grip curl,"The seated wide-grip curl to close-grip curl is a variation on the classic seated dumbbell curl. It is thought that wide-grip curls target the inner head of the biceps more, while close-grip curls target the outer head or peak. This variation allows you to get the benefits of both.",Strength,Arms,Barbell,Average,0.0,,Biceps,"1. Sit on a bench with a dumbbell in each hand. 2. Start with a wide grip and curl the weights up towards your shoulders. 3. Lower the weights and switch to a close grip, repeating the curl."
717,Seated Straigh-Bar Curl Superset,"The seated wide-grip curl to close-grip curl is a variation on the classic seated dumbbell curl. The variation is that the range of motion changes in alternating fashion—one more traditional, one where you’re bringing the weight in more from the side.",Strength,Arms,Barbell,Intermediate,0.0,,Biceps,"1. Sit on a bench with a straight barbell. 2. Perform a traditional curl by bringing the barbell to your shoulders. 3. Then, switch to a side-angled curl, bringing the barbell from the side towards your shoulders."
718,Dave Draper Forehead Curl,The Dave Draper Forehead Curl is a unique bicep exercise that emphasizes the contraction of the biceps. It is performed in a seated position to ensure stability and focus on the muscle.,Strength,Arms,Barbell,Advanced,,,Biceps,1. Sit on a bench with a barbell or dumbbells. 2. Curl the weights towards your forehead while keeping your elbows stationary. 3. Lower the weights back down and repeat.
719,Reverse-grip EZ-bar curl,"The reverse-grip EZ-bar curl is an exercise targeting the biceps and forearms. Because grip strength is a limitation with this move, it is often performed for moderate to high reps as part of an upper-body or arm-focused workout.",Strength,Arms,Barbell,Average,,,"Biceps, Forearms",1. Stand holding an EZ-bar with an underhand grip. 2. Curl the bar towards your shoulders while keeping your elbows close to your body. 3. Lower the bar back down and repeat.
720,EZ-Bar Spider Curl - Gethin Variation,The EZ-bar spider curl is an isolation exercise targeting the biceps and performed face-down on an incline bench. The EZ-bar makes for a more comfortable wrist position.,Strength,Arms,Barbell,Intermediate,,,Biceps,1. Set an incline bench to a comfortable angle. 2. Lie face down on the bench with an EZ-bar in hand. 3. Curl the bar towards your forehead while keeping your elbows stationary. 4. Lower the bar back down to the starting position.
721,Barbell curl-,"The barbell curl is an arm exercise that is also one of the most recognizable movements in all of bodybuilding and fitness. It helps build sleeve-popping biceps and allows heavier loading than many other curl variations. It is usually performed in moderate to high reps, such as 8-12 reps per set, as part of the arm-focused portion of any workout.",Strength,Arms,Barbell,Average,,,Biceps,"1. Stand with your feet shoulder-width apart, holding a barbell with both hands. 2. Keep your elbows close to your torso and curl the barbell up towards your chest. 3. Squeeze your biceps at the top of the movement. 4. Lower the barbell back to the starting position."
722,Paul Carter Barbell Curl,"The barbell curl is an arm exercise that is also one of the most recognizable movements in all of bodybuilding and fitness. It helps build sleeve-popping biceps and allows heavier loading than many other curl variations. It is usually performed in moderate to high reps, such as 8-12 reps per set, as part of the arm-focused portion of any workout.",Strength,Arms,Barbell,Average,,,Biceps,"1. Stand with your feet shoulder-width apart, holding a barbell with both hands. 2. Keep your elbows close to your torso and curl the barbell up towards your chest. 3. Squeeze your biceps at the top of the movement. 4. Lower the barbell back to the starting position."
723,Standing band biceps curl,The standing band biceps curl is an arm-focused exercise using a band for resistance. This variation is usually performed for moderate to high reps as part of an arms-focused or upper-body workout.,Strength,Arms,Barbell,Beginner,,,Biceps,1. Stand upright with a resistance band under your feet. 2. Hold the handles of the band with your palms facing up. 3. Curl your hands towards your shoulders while keeping your elbows close to your body. 4. Slowly lower your hands back to the starting position.
724,Close-Grip EZ-Bar Curl - Gethin Variation,"The close-grip EZ-bar curl is an exercise targeting the biceps, particularly the long head. The main difference between this exercise and standard barbell curls is that the hands are positioned closer together on the bar. It is thought that this helps build the outer biceps head and the peak. This curl variation is usually performed for moderate to high reps, like at least 8-12 reps per set.",Strength,Arms,Barbell,Intermediate,,,Biceps,"1. Stand with your feet shoulder-width apart, holding an EZ-bar with a close grip. 2. Keep your elbows close to your torso and curl the barbell up towards your chest. 3. Squeeze your biceps at the top of the movement. 4. Lower the barbell back to the starting position."
725,Seated Barbell Curl,"The Seated Barbell Curl is an effective exercise for targeting the biceps while minimizing the use of momentum. It is performed while seated, which helps to isolate the biceps more effectively.",Strength,Arms,Barbell,Beginner,,,Biceps,"1. Sit on a bench with your back straight and feet flat on the ground. 2. Hold a barbell with an underhand grip, arms fully extended. 3. Curl the barbell towards your shoulders while keeping your elbows close to your body. 4. Slowly lower the barbell back to the starting position."
726,AM Standing Barbell Curl,"The standing EZ-bar curl is an immenselyp popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.",Strength,Arms,Barbell,Average,,,Biceps,"1. Stand with your feet shoulder-width apart, holding an EZ-bar with an underhand grip. 2. Keep your elbows close to your body and curl the bar towards your chest. 3. Squeeze your biceps at the top of the movement, then lower the bar back down slowly."
727,EZ-bar preacher curl,"The EZ-bar preacher curl is a classic exercise for building bigger biceps. This move is all about isolation. With the back of the upper arms against the pad, it's next to impossible to use momentum which forces the muscles to work harder.",Strength,Arms,Barbell,Intermediate,,,Biceps,"1. Sit at a preacher bench and rest your upper arms on the pad. 2. Hold an EZ-bar with an underhand grip and let it hang down. 3. Curl the bar towards your shoulders, keeping your upper arms against the pad. 4. Lower the bar back down slowly to the starting position."
728,30 Arms Standing Barbell Curl,The 30 Arms Standing Barbell Curl is a variation of the traditional barbell curl that focuses on the biceps. It is performed standing to engage core stability as well.,Strength,Arms,Barbell,Beginner,,,Biceps,"1. Stand with your feet shoulder-width apart, holding a barbell with an underhand grip. 2. Keep your elbows close to your body and curl the barbell towards your chest. 3. Squeeze your biceps at the top and lower the bar back down slowly."
729,30 Arms Incline Biceps Curl,The 30 Arms Incline Biceps Curl is designed to target the biceps with an incline position that enhances the stretch. This exercise helps in building muscle size and strength.,Strength,Arms,Barbell,Average,,,Biceps,"1. Sit on an incline bench with a dumbbell in each hand, arms hanging down. 2. Curl the dumbbells towards your shoulders while keeping your elbows stationary. 3. Squeeze at the top, then lower the weights back to the starting position."
730,"Bicep Curls ""21s""","Bicep Curls '21s' is a variation of bicep curls that targets the biceps through a specific rep scheme. This exercise is performed in three segments: seven reps in the lower half of the range, seven in the upper half, and seven full-range reps.",Strength,Arms,Barbell,Average,,,Biceps,"1. Stand with a dumbbell in each hand, arms fully extended. 2. Curl the weights up to shoulder height, keeping your elbows close to your body. 3. Perform seven reps in the lower half of the range, then seven in the upper half, and finish with seven full-range curls."
731,Incline Hammer Curls,Incline Hammer Curls are performed on an incline bench to target the biceps and forearms effectively. This position allows for a greater stretch and contraction of the muscles.,Strength,Arms,Dumbbell,Intermediate,9.5,Average,"Biceps, Forearms","1. Sit back on an incline bench with a dumbbell in each hand, arms hanging down. 2. Keeping your palms facing each other, curl the weights up towards your shoulders. 3. Lower the weights back to the starting position and repeat."
732,Hammer Curls,"This curl is performed simultaneously with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",Strength,Arms,Dumbbell,Average,9.1,Average,"Biceps, Forearms","1. Stand with a dumbbell in each hand, arms at your sides with palms facing your body. 2. Curl the weights up while keeping your wrists neutral. 3. Lower the weights back down and repeat."
733,Biceps curl to shoulder press,"The biceps curl to shoulder press is a dumbbell complex that combines two exercises that build and strengthen the biceps and shoulders or deltoids. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you structure the sets and reps, it is a time-efficient way to hit two crucial upper-body muscles in any workout.",Strength,Biceps,Dumbbell,Intermediate,9.1,Average,"Biceps, Shoulders","1. Start with a dumbbell in each hand at shoulder height, palms facing forward. 2. Perform a bicep curl, then transition into a shoulder press by pushing the weights overhead. 3. Lower the weights back to shoulder height and repeat."
734,Concentration curl,"The concentration curl is a classic exercise for building the biceps one arm at a time. It can be performed bent over or kneeling, but is more often performed seated on a bench. It's great for emphasizing the biceps peak and is often used to finish a biceps workout. Like most curl variations, these are usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Arms,Dumbbell,Average,9.0,Average,Biceps,"1. Sit on a bench with your legs spread, holding a dumbbell in one hand. 2. Rest your elbow against your inner thigh and curl the weight towards your shoulder. 3. Lower the weight back down and repeat before switching arms."
735,Flexor Incline Dumbbell Curls,Flexor Incline Dumbbell Curls primarily target the biceps while also engaging the forearms. This exercise is performed on an incline bench to enhance the stretch and contraction of the biceps.,Strength,Arms,Dumbbell,Average,9.0,Average,Biceps,1. Sit on an incline bench with a dumbbell in each hand. 2. Allow your arms to hang down fully extended. 3. Curl the dumbbells up towards your shoulders while keeping your elbows close to your body. 4. Slowly lower the weights back to the starting position.
736,Dumbbell Bicep Curl,"The dumbbell biceps curl is a single-joint exercise for building bigger and stronger biceps. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",Strength,Arms,Dumbbell,Average,8.9,Average,Biceps,"1. Stand or sit with a dumbbell in each hand, arms fully extended. 2. Curl the weights up towards your shoulders while keeping your elbows stationary. 3. Squeeze at the top, then lower the weights back down slowly."
737,Cross-body hammer curl,"The cross-body hammer curl is a dumbbell exercise that targets the biceps, brachialis, and forearm muscles. Rather than lifting the weights directly in front of the body, you lift them across the torso. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail. This helps isolate the brachialis muscles on each arm. It is generally performed for moderate to high reps, such as 8-12 reps or more, as part of the arm-focused portion of a workout.",Strength,Arms,Dumbbell,Average,8.9,Average,"Biceps, Brachialis, Forearms","1. Stand with a dumbbell in each hand, arms at your sides. 2. Curl one dumbbell across your body towards the opposite shoulder. 3. Lower it back down and repeat on the other side."
738,Dumbbell Alternate Bicep Curl,"The alternating biceps curl is a single-joint exercise for building bigger and stronger biceps one arm at a time. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",Strength,Arms,Dumbbell,Average,8.7,Average,Biceps,"1. Stand or sit with a dumbbell in each hand, arms fully extended. 2. Curl one dumbbell up towards your shoulder while keeping the other arm stationary. 3. Lower the weight and switch to the other arm."
